ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalogue","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: brand","Meta: product_brand","Meta: manufacturer","Meta: brand_name","Meta: product_manufacturer","Meta: _product_cat","Meta: avada_post_views_count_today_date","Meta: _source_file","Meta: _vendor_link","Meta: wp-smush-lcp-data-0320cb","Meta: _store_count_us","Meta: _store_count_uk","Meta: _store_count","Meta: _watching_count","Meta: wp-smush-lcp-data-0aec71","Meta: wp-smush-lcp-data-0e4cc8","Meta: avada_post_views_count","Meta: avada_today_post_views_count","Meta: wp-smush-lcp-data-0d29b1","Meta: wp-smush-lcp-data-09e777","Meta: wp-smush-lcp-data-0c8db8","Meta: wp-smush-lcp-data-0a8259","Meta: wp-smush-lcp-data-00502f","Meta: wp-smush-lcp-data-033ac9","Meta: wp-smush-lcp-data-027185","Meta: wp-smush-lcp-data-001cad","Meta: wp-smush-lcp-data-0d9e57","Meta: wp-smush-lcp-data-04a26b","Meta: wp-smush-lcp-data-0dbc3e","Meta: wp-smush-lcp-data-090c54","Meta: wp-smush-lcp-data-0a9a6d","Meta: wp-smush-lcp-data-0a4c37","Meta: wp-smush-lcp-data-096846","Meta: wp-smush-lcp-data-0cbc2c","Meta: wp-smush-lcp-data-0cf198","Meta: wp-smush-lcp-data-077b00","Meta: wp-smush-lcp-data-0533e7","Meta: wp-smush-lcp-data-03841f","Meta: wp-smush-lcp-data-049033","Meta: wp-smush-lcp-data-0790a2","Meta: wp-smush-lcp-data-0442c1","Meta: wp-smush-lcp-data-0700e4","Meta: wp-smush-lcp-data-02540e","Meta: wp-smush-lcp-data-05f0a8","Meta: wp-smush-lcp-data-07be9e","Meta: wp-smush-lcp-data-0e21ae","Meta: wp-smush-lcp-data-0d21ba","Meta: wp-smush-lcp-data-039773","Meta: wp-smush-lcp-data-08f93e","Meta: wp-smush-lcp-data-0ee2d8","Meta: wp-smush-lcp-data-0ce664","Meta: wp-smush-lcp-data-0ba8fc","Meta: wp-smush-lcp-data-0e8efe","Meta: wp-smush-lcp-data-09faa9","Meta: wp-smush-lcp-data-0be8e7","Meta: wp-smush-lcp-data-04c033","Meta: wp-smush-lcp-data-0b12d8","Meta: wp-smush-lcp-data-0e1575","Meta: wp-smush-lcp-data-0abee9","Meta: wp-smush-lcp-data-03c959","Meta: wp-smush-lcp-data-0b6ff4","Meta: wp-smush-lcp-data-0e4416","Meta: wp-smush-lcp-data-06b7ca","Meta: wp-smush-lcp-data-064304","Meta: wp-smush-lcp-data-00dd3f"
66933,simple,SKU-77-RASPBERRY,,"77 Raspberry",1,0,visible,"Premium 77 Raspberry nicotine pouches by 77 with Berry flavor","Experience the premium quality of 77 Raspberry nicotine pouches by 77 with Berry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Raspberry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_RASP_SL_0104-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Raspberry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_RASP_SL_0104-9.jpg",,,,,,,,,0,77,Flavor,Berry,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-raspberry,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Raspberry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_RASP_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,
66937,simple,SKU-77-RASPBERRY-AND-VANILLA,,"77 Raspberry &amp; Vanilla",1,0,visible,"Premium 77 Raspberry &amp; Vanilla nicotine pouches by 77 with Berry flavor","Experience the premium quality of 77 Raspberry &amp; Vanilla nicotine pouches by 77 with Berry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Raspberry_and_Vanilla_Slim_SL_45779_Nicotine_Pouches-NPO-77X_RAVA_SL_0052-6.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Raspberry_and_Vanilla_Slim_SL_45779_Nicotine_Pouches-NPO-77X_RAVA_SL_0052-7.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Raspberry_and_Vanilla_Slim_SL_45780_Nicotine_Pouches-NPO-77X_RAVA_SL_0104-3.jpg",,,,,,,,,0,77,Flavor,Berry,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-raspberry-vanilla,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Raspberry_and_Vanilla_Slim_SL_45779_Nicotine_Pouches-NPO-77X_RAVA_SL_0052.webp?v=1746542208&width=675|https://twowombats.com/cdn/shop/files/77_Raspberry_and_Vanilla_Slim_SL_45780_Nicotine_Pouches-NPO-77X_RAVA_SL_0104.webp?v=1746542208&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,
66940,simple,SKU-77-SALTED-CARAMEL,,"77 Salted Caramel",1,0,visible,"Premium 77 Salted Caramel nicotine pouches by 77","Experience the premium quality of 77 Salted Caramel nicotine pouches by 77. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Salted_Caramel_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_SACA_SL_0104-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Salted_Caramel_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_SACA_SL_0104-5.jpg",,,,,,,,,0,77,Manufacturer,77,1,0,,,,,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-salted-caramel,,0,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Salted_Caramel_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_SACA_SL_0104.webp?v=1746542206&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,
66944,simple,SKU-77-STRAWBERRY,,"77 Strawberry",1,0,visible,"Premium 77 Strawberry nicotine pouches by 77 with Berry flavor","Experience the premium quality of 77 Strawberry nicotine pouches by 77 with Berry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Strawberry_Slim_SL_45779_Nicotine_Pouches-NPO-77X_STRA_SL_0052-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Strawberry_Slim_SL_45779_Nicotine_Pouches-NPO-77X_STRA_SL_0052-5.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Strawberry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_STRA_SL_0104-2.jpg",,,,,,,,,0,77,Flavor,Berry,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-strawberry,,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Strawberry_Slim_SL_45779_Nicotine_Pouches-NPO-77X_STRA_SL_0052.webp?v=1746542208&width=675|https://twowombats.com/cdn/shop/files/77_Strawberry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_STRA_SL_0104.webp?v=1746542208&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,
66947,simple,SKU-77-TROPICAL-MINT,,"77 Tropical Mint",1,0,visible,"Premium 77 Tropical Mint nicotine pouches by 77 with Mint flavor","Experience the premium quality of 77 Tropical Mint nicotine pouches by 77 with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Tropical_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_TRMI_SL_0104-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Tropical_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_TRMI_SL_0104-5.jpg",,,,,,,,,0,77,Flavor,Mint,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-tropical-mint,,0,1,1,29,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Tropical_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_TRMI_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,
66950,simple,SKU-77-WATERMELON,,"77 Watermelon",1,0,visible,"Premium 77 Watermelon nicotine pouches by 77","Experience the premium quality of 77 Watermelon nicotine pouches by 77. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Watermelon_Slim_SL_45779_Nicotine_Pouches-NPO-77X_WATE_SL_0052-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Watermelon_Slim_SL_45779_Nicotine_Pouches-NPO-77X_WATE_SL_0052-5.jpg",,,,,,,,,0,77,Manufacturer,77,1,0,,,,,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-watermelon,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Watermelon_Slim_SL_45779_Nicotine_Pouches-NPO-77X_WATE_SL_0052.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,
66953,simple,SKU-77-WATERMELON-ICE,,"77 Watermelon Ice",1,0,visible,"Premium 77 Watermelon Ice nicotine pouches by 77 with Ice flavor","Experience the premium quality of 77 Watermelon Ice nicotine pouches by 77 with Ice flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Watermelon_Ice_Slim_SL_45780_Nicotine_Pouches-NPO-77X_WAIC_SL_0104-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Watermelon_Ice_Slim_SL_45780_Nicotine_Pouches-NPO-77X_WAIC_SL_0104-5.jpg",,,,,,,,,0,77,Flavor,Ice,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-watermelon-ice,,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Watermelon_Ice_Slim_SL_45780_Nicotine_Pouches-NPO-77X_WAIC_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,
66956,simple,SKU-ACE-BERRY-BREEZE,,"Ace Berry Breeze",1,0,visible,"Premium Ace Berry Breeze nicotine pouches with Berry flavor","Experience the premium quality of Ace Berry Breeze nicotine pouches with Berry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,All,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Berry_Breeze_Slim_SL_2_5_Nicotine_Pouches-NPO-ACE_BEBR_SL_0036-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Berry_Breeze_Slim_SL_2_5_Nicotine_Pouches-NPO-ACE_BEBR_SL_0036-5.jpg",,,,,,,,,0,Ace,Flavor,Berry,1,0,,,,,,,,,,,08-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-berry-breeze,,0,1,1,22,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Berry_Breeze_Slim_SL_2_5_Nicotine_Pouches-NPO-ACE_BEBR_SL_0036.webp?v=1750329147&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,
66960,simple,SKU-ACE-COOL-MINT,,"Ace Cool Mint",1,0,visible,"Premium Ace Cool Mint nicotine pouches with Mint flavor","Experience the premium quality of Ace Cool Mint nicotine pouches with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,All,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Cool_Mint_Slim_SL_2_5_Nicotine_Pouches-NPO-ACE_COMI_SL_0036-6.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Cool_Mint_Slim_SL_2_5_Nicotine_Pouches-NPO-ACE_COMI_SL_0036-7.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Cool_Mint_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_COMI_SL_0060-3.jpg",,,,,,,,,0,Ace,Flavor,Mint,1,0,,,,,,,,,,,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-cool-mint,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Cool_Mint_Slim_SL_2_5_Nicotine_Pouches-NPO-ACE_COMI_SL_0036.webp?v=1750329604&width=675|https://twowombats.com/cdn/shop/files/Ace_Cool_Mint_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_COMI_SL_0060.webp?v=1750329604&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,
66963,simple,SKU-ACE-DOUBLE-MINT,,"Ace Double Mint",1,0,visible,"Premium Ace Double Mint nicotine pouches with Mint flavor","Experience the premium quality of Ace Double Mint nicotine pouches with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,All,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Double_Mint_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_DOMI_SL_0080-6.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Double_Mint_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_DOMI_SL_0080-7.jpg",,,,,,,,,0,Ace,Flavor,Mint,1,0,,,,,,,,,,,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-double-mint,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Double_Mint_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_DOMI_SL_0080.webp?v=1750330024&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,
66967,simple,SKU-ACE-EUCALYPTUS,,"Ace Eucalyptus",1,0,visible,"Premium Ace Eucalyptus nicotine pouches","Experience the premium quality of Ace Eucalyptus nicotine pouches. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,All,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Eucalyptus_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EUCA_SL_0060-6.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Eucalyptus_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EUCA_SL_0060-7.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Eucalyptus_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EUCA_SL_0096-3.jpg",,,,,,,,,0,Ace,,,,,,,,,,,,,,,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-eucalyptus,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Eucalyptus_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EUCA_SL_0060.webp?v=1750329602&width=675|https://twowombats.com/cdn/shop/files/Ace_Eucalyptus_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EUCA_SL_0096.webp?v=1750329601&width=675"", ""version"": 0}",,,,,,,,,,,,,,,
66970,simple,SKU-ACE-EXTREME-COOL,,"Ace Extreme Cool",1,0,visible,"Premium Ace Extreme Cool nicotine pouches by Extreme","Experience the premium quality of Ace Extreme Cool nicotine pouches by Extreme. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Extreme_Cool_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EXCO_SL_0096-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Extreme_Cool_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EXCO_SL_0096-5.jpg",,,,,,,,,0,Ace,Manufacturer,Extreme,1,0,,,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-extreme-cool,,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Extreme_Cool_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_EXCO_SL_0096.webp?v=1750329146&width=675"", ""version"": 0}",,,,,,,,,,,,,,
66973,simple,SKU-ACE-GREEN-LEMON,,"Ace Green Lemon",1,0,visible,"Premium Ace Green Lemon nicotine pouches with Lemon flavor","Experience the premium quality of Ace Green Lemon nicotine pouches with Lemon flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,All,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Green_Lemon_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_GRLE_SL_0096-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Green_Lemon_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_GRLE_SL_0096-5.jpg",,,,,,,,,0,Ace,Flavor,Lemon,1,0,,,,,,,,,,,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-green-lemon,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Green_Lemon_Slim_SL_4_5_Nicotine_Pouches-NPO-ACE_GRLE_SL_0096.webp?v=1750329146&width=675"", ""version"": 0}",,,,,,,,,,,,,
66977,simple,SKU-ACE-GUARANA-CHILI-BOOST,,"Ace Guarana Chili Boost",1,0,visible,"Premium Ace Guarana Chili Boost nicotine pouches","Experience the premium quality of Ace Guarana Chili Boost nicotine pouches. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,All,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Guarana_Chili_Boost_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_GUCH_SL_0080-4.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Guarana_Chili_Boost_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_GUCH_SL_0080-5.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/Ace_Guarana_Chili_Boost_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_GUCH_SL_0120-2.jpg",,,,,,,,,0,Ace,,,,,,,,,,,,,,,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/ace-nicotine-pouches-guarana-chili-boost,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/Ace_Guarana_Chili_Boost_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_GUCH_SL_0080.webp?v=1750329601&width=675|https://twowombats.com/cdn/shop/files/Ace_Guarana_Chili_Boost_Slim_SL_5_5_Nicotine_Pouches-NPO-ACE_GUCH_SL_0120.webp?v=1750329601&width=675"", ""version"": 0}",,,,,,,,,,,,
